"('mid',)","('averageRating',)","('numVotes',)"
tt0751828,8.0,216
tt0751829,8.6,245
tt0751830,8.1,205
tt0751831,8.5,248
tt0751832,8.3,228
tt0751833,8.1,205
tt0751834,8.6,222
tt0751835,8.1,209
tt0751836,8.4,226
tt0751837,8.5,280
tt0751838,9.2,344
tt0751839,8.4,257
tt0751840,8.2,204
tt0751841,8.6,251
tt0751842,8.8,221
tt0752170,7.9,110
tt0752172,7.0,139
tt0752173,7.9,106
tt0752174,6.9,102
tt0752175,7.9,112
tt0752176,8.1,108
tt0752177,7.6,108
tt0752179,8.2,258
tt0752181,7.9,122
tt0752183,7.3,103
tt0752184,7.3,115
tt0752188,7.2,131
tt0752189,8.2,114
tt0752190,7.4,103
tt0752191,8.0,123
tt0752192,7.3,117
tt0752252,9.2,597
tt0752253,8.3,439
tt0752254,8.2,451
tt0752255,8.3,412
tt0752256,7.8,460
tt0752257,8.3,412
tt0752258,8.3,435
tt0752259,8.5,438
tt0752260,8.1,451
tt0752261,8.5,417
tt0752262,8.7,426
tt0752263,8.3,404
tt0752739,1.0,120
tt0752955,7.7,143
tt0754270,3.0,170
tt0754275,3.2,170
tt0754392,7.9,291
tt0754852,9.3,331
tt0754858,7.2,101
tt0754863,8.1,117
tt0754865,8.6,105
tt0754866,7.5,110
tt0754868,7.3,163
tt0754878,7.8,102
tt0755129,8.2,129
tt0755545,8.3,102
tt0756199,4.9,479
tt0756204,4.6,408
tt0756206,4.9,887
tt0756210,6.1,326
tt0756217,8.2,337
tt0756222,5.8,1512
tt0756231,6.8,356
tt0756255,7.7,131
tt0756259,6.0,617
tt0756260,7.8,207
tt0756272,8.6,948
tt0756288,4.4,301
tt0756308,6.4,392
tt0756311,4.0,158
tt0756313,5.5,3099
tt0756316,8.1,2834
tt0756321,7.0,279
tt0756331,6.7,252
tt0756340,5.9,135
tt0756359,6.7,412
tt0756360,8.4,303
tt0756394,7.6,124
tt0756398,7.7,3723
tt0756399,7.7,4115
tt0756400,7.5,104
tt0756404,8.1,4315
tt0756405,8.3,892
tt0756427,7.2,282
tt0756430,7.9,465
tt0756446,6.0,6518
tt0756447,7.9,6076
tt0756448,8.8,7234
tt0756449,8.5,6383
tt0756450,9.3,8671
tt0756451,6.8,6263
tt0756478,8.8,962
tt0756479,8.3,730
tt0756480,9.2,1095
tt0756481,8.4,3980
tt0756482,7.2,4194
tt0756483,8.3,4122
tt0756484,7.3,3855
tt0756486,6.3,153
tt0756501,6.8,279
tt0756504,7.6,3515
tt0756509,7.5,29122
tt0756522,6.3,1787
tt0756573,7.5,4504
tt0756576,8.0,518
tt0756582,7.5,2111
tt0756587,7.7,681
tt0756588,8.1,777
tt0756589,8.4,748
tt0756591,7.9,618
tt0756592,9.1,1742
tt0756593,7.7,4741
tt0756598,7.8,101
tt0756599,7.2,117
tt0756614,5.9,126
tt0756618,5.7,479
tt0756621,6.5,210
tt0756625,3.6,137
tt0756632,6.2,1164
tt0756635,7.2,106
tt0756639,7.2,447
tt0756648,6.9,4122
tt0756651,6.9,175
tt0756653,4.5,458
tt0756654,3.2,2381
tt0756661,7.7,123
tt0756672,5.5,3209
tt0756673,4.9,251
tt0756678,6.6,213
tt0756683,7.9,183804
tt0756689,3.0,703
tt0756690,5.8,124
tt0756703,2.9,4744
tt0756707,5.6,1676
tt0756710,6.1,202
tt0756725,7.1,1074
tt0756727,7.6,1623
tt0756729,6.0,6343
tt0756830,8.7,565
tt0756850,6.9,878
tt0756854,7.5,249
tt0756855,7.8,254
tt0756856,7.9,320
tt0756857,8.1,265
tt0756866,8.0,615
tt0756878,7.7,2089
tt0756879,8.3,2200
tt0756880,8.8,2881
tt0756881,7.7,2417
tt0756882,8.2,3021
tt0756883,8.2,2206
tt0756884,8.6,2481
tt0756885,8.2,2895
tt0756886,7.8,2586
tt0756887,7.8,2705
tt0756888,9.1,2903
tt0756889,7.6,2006
tt0756890,8.5,2313
tt0756891,8.0,3100
tt0756892,8.1,2505
tt0756893,7.6,2035
tt0756928,7.5,191
tt0756929,8.0,642
tt0756934,8.6,4919
tt0756937,7.8,206
tt0756938,7.6,218
tt0756939,7.2,641
tt0756940,9.0,429
tt0756941,7.1,543
tt0756959,6.7,277
tt0756960,7.0,634
tt0756966,7.7,4839
tt0756967,8.2,4900
tt0756974,8.3,150
tt0756975,8.3,113
tt0756977,7.6,130
tt0757016,8.8,3213
tt0757017,7.8,3154
tt0757018,8.7,3015
tt0757019,6.9,1298
tt0757020,6.9,1250
tt0757021,7.7,2523
tt0757022,6.9,1325
tt0757023,8.1,3476
tt0757027,6.4,2988
tt0757029,8.3,837
tt0757044,7.6,320
tt0757046,8.0,226
tt0757061,6.9,7159
tt0757081,7.6,187
tt0757084,7.8,1439
tt0757108,7.7,432
tt0757116,6.8,394
tt0757124,6.6,279
tt0757127,7.4,1455
tt0757135,8.1,321
tt0757139,5.1,236
tt0757148,6.2,385
tt0757157,7.2,5166
tt0757175,7.2,448
tt0757186,8.2,6257
tt0757194,6.3,356
tt0757210,5.2,130
tt0757215,5.1,250
tt0757223,6.4,490
tt0757252,8.0,151
tt0757277,6.9,139
tt0757306,6.8,145
tt0757344,6.3,130
tt0757347,7.7,136
tt0757353,5.7,433
tt0757361,6.0,20286
tt0757376,7.4,463
tt0757378,5.5,214
tt0757386,9.2,2660
tt0757389,9.0,519
tt0757390,8.2,270
tt0757392,7.9,720
tt0757402,8.9,349
tt0757429,7.7,215
tt0757430,8.1,221
tt0757482,7.6,2020
tt0757483,7.7,1999
tt0757484,7.7,1950
tt0757485,8.9,2454
tt0757486,7.6,577
tt0757563,7.7,608
tt0757564,9.0,1383
tt0757565,7.7,527
tt0757574,9.7,1463
tt0757623,7.8,370
tt0757645,7.8,143
tt0757646,7.7,139
tt0757684,8.6,2016
tt0757745,8.1,806
tt0757750,8.3,5371
tt0757760,8.1,1353
tt0757761,6.4,561
tt0757779,7.7,141
tt0757834,6.5,107
tt0757920,5.6,661
tt0757922,6.7,112
tt0757923,6.6,141
tt0757929,5.4,112
tt0757931,6.5,193
tt0757933,5.7,332
tt0757977,2.9,168
tt0757996,8.4,595
tt0758017,6.1,1195
tt0758024,7.1,148
tt0758037,3.3,305
tt0758052,5.9,149
tt0758053,5.2,7758
tt0758060,7.9,260
tt0758088,8.3,319
tt0758089,8.2,530
tt0758090,8.6,4732
tt0758093,8.2,1040
tt0758094,7.8,1171
tt0758095,8.0,1421
tt0758103,8.1,726
tt0758104,6.5,125
tt0758105,8.0,378
tt0758106,8.2,146
tt0758134,7.7,195
tt0758135,7.7,152
tt0758136,7.7,147
tt0758137,7.8,139
tt0758138,7.7,133
tt0758139,7.9,102
tt0758140,8.0,106
tt0758141,7.7,105
tt0758142,7.9,107
tt0758160,8.2,913
tt0758177,8.0,3593
tt0758191,7.2,141
tt0758192,7.9,139
tt0758193,7.2,125
tt0758194,7.7,133
tt0758221,7.8,414
tt0758296,7.6,198
tt0758336,7.5,130
tt0758337,7.3,140
tt0758339,7.2,269
tt0758340,6.8,248
tt0758342,7.6,373
tt0758348,5.8,256
tt0758349,6.8,256
tt0758350,7.3,255
tt0758351,7.5,269
tt0758352,6.0,265
tt0758353,5.6,262
tt0758354,7.0,254
tt0758355,6.7,263
tt0758356,6.6,292
tt0758357,7.3,278
tt0758358,7.0,273
tt0758359,7.7,279
tt0758360,6.4,276
tt0758361,5.8,285
tt0758364,7.9,331
tt0758368,8.4,3299
tt0758370,8.7,2953
tt0758422,7.6,109
tt0758423,8.2,161
tt0758439,8.6,513
tt0758440,9.3,191
tt0758442,6.5,582
tt0758443,7.3,250
tt0758446,8.5,350
tt0758509,7.0,1237
tt0758574,7.7,1047
tt0758577,7.3,522
tt0758581,7.3,177
tt0758599,8.1,234
tt0758601,7.5,124
tt0758603,7.4,109
tt0758606,7.8,122
tt0758650,8.5,2913
tt0758669,6.9,102
tt0758695,8.8,104
tt0758713,6.3,3463
tt0758720,6.9,344
tt0758722,7.8,121
tt0758726,5.8,147
tt0758730,4.6,121809
tt0758731,6.0,186
tt0758732,6.7,4672
tt0758737,7.5,23359
tt0758738,6.2,1341
tt0758740,3.2,913
tt0758742,7.6,30088
tt0758743,6.0,4306
tt0758745,8.8,63608
tt0758746,5.5,105122
tt0758751,7.4,10247
tt0758752,6.7,197650
tt0758753,4.8,814
tt0758754,2.8,948
tt0758755,2.2,714
tt0758757,4.7,324
tt0758758,8.1,607769
tt0758762,3.5,1733
tt0758763,5.6,2290
tt0758764,6.8,591
tt0758765,4.3,122
tt0758766,6.5,102001
tt0758771,5.7,12517
tt0758774,7.0,225211
tt0758781,3.1,6972
tt0758784,6.9,3235
tt0758786,6.5,9787
tt0758787,5.6,514
tt0758789,6.8,2073
tt0758790,8.1,73102
tt0758794,7.1,60259
tt0758796,2.6,359
tt0758798,6.2,4282
tt0758799,6.5,1224
tt0758903,4.1,230
tt0758916,7.3,145
tt0758983,7.5,234
tt0758992,7.8,3452
tt0759003,7.7,220
tt0759020,8.2,798
tt0759035,6.6,120
tt0759041,8.3,190
tt0759042,8.6,225
tt0759057,7.0,188
tt0759058,8.0,277
tt0759089,7.9,107
tt0759095,8.7,345
tt0759096,8.8,346
tt0759097,8.0,439
tt0759098,7.5,2106
tt0759124,7.6,209
tt0759138,9.4,2674
tt0759151,7.3,280
tt0759163,8.1,355
tt0759164,8.0,403
tt0759175,8.3,555
tt0759267,8.2,3319
tt0759270,7.6,939
tt0759312,8.0,2223
tt0759320,7.9,162
tt0759321,7.7,161
tt0759322,8.0,158
tt0759323,7.7,162
tt0759324,8.1,167
tt0759325,8.6,650
tt0759359,8.2,1126
tt0759360,7.9,1060
tt0759364,5.8,9680
tt0759389,8.9,113
tt0759475,6.6,6257
tt0759480,4.0,118
tt0759482,7.9,1608
tt0759500,5.2,107
tt0759509,6.7,832
tt0759516,6.0,193
tt0759549,7.7,179
tt0759567,7.3,133
tt0759572,8.2,2997
tt0759582,7.1,238
tt0759583,7.3,265
tt0759604,7.2,218
tt0759606,7.1,107
tt0759612,7.5,3108
tt0759621,7.3,223
tt0759711,7.6,147
tt0759743,5.6,200
tt0759805,8.9,491
tt0759806,8.9,442
tt0759807,8.8,535
tt0759808,8.9,501
tt0759809,9.1,488
tt0759810,9.0,574
tt0759811,8.8,472
tt0759812,9.0,712
tt0759813,8.8,470
tt0759815,7.9,500
tt0759833,7.6,113
tt0759834,7.7,110
tt0759835,7.7,857
tt0759839,8.1,1202
tt0759871,7.7,174
tt0759881,9.1,437
tt0759882,8.7,408
tt0759886,7.7,588
tt0759892,7.6,212
tt0759905,7.3,222
tt0759906,8.1,107
tt0759926,8.3,1093
tt0759932,7.1,663
tt0759951,7.6,137
tt0759952,8.3,1928
tt0759954,6.2,154
tt0759985,8.1,160
tt0759986,8.2,157
tt0759987,7.9,169
tt0759988,8.0,165
tt0759989,8.0,166
tt0759990,7.4,153
tt0759991,8.1,180
tt0759992,7.2,153
tt0759993,8.0,151
tt0759994,8.4,149
tt0759995,8.6,202
tt0759996,8.1,165
tt0760002,7.2,753
tt0760062,8.1,3814
tt0760139,7.5,1471
tt0760141,7.8,2860
tt0760157,3.0,759
tt0760160,2.9,364
tt0760164,7.8,254
tt0760166,6.6,416
tt0760167,7.0,820
tt0760169,3.4,376
tt0760170,6.4,918
tt0760172,8.6,1714
tt0760173,6.4,175
tt0760177,4.8,530
tt0760178,6.9,112
tt0760179,4.2,515
tt0760185,7.2,250
tt0760186,3.5,739
tt0760187,5.0,6073
tt0760188,6.4,4475
tt0760196,7.2,122
tt0760200,7.5,388
tt0760201,7.3,125
tt0760202,8.0,126
tt0760206,8.0,132
tt0760222,9.0,3700
tt0760229,7.7,147
tt0760233,4.8,180
tt0760236,8.2,182
tt0760306,3.4,1084
tt0760307,7.6,471
tt0760310,6.3,191
tt0760311,6.8,22456
tt0760319,4.7,396
tt0760322,7.9,320
tt0760324,7.0,112
tt0760329,6.5,40179
tt0760338,7.5,966
tt0760339,8.1,357
tt0760373,7.7,680
tt0760374,7.2,284
tt0760375,7.3,270
tt0760401,7.3,481
tt0760402,7.4,443
tt0760415,8.6,1108
tt0760437,7.4,17888
tt0760462,9.0,464
tt0760463,9.0,461
tt0760464,8.8,444
tt0760465,9.0,460
tt0760469,8.4,2985
tt0760484,7.7,111
tt0760493,4.2,104
tt0760497,9.2,715
tt0760500,9.2,273
tt0760506,6.5,394
tt0760554,7.6,104
tt0760556,7.9,295
tt0760613,7.9,226
tt0760614,8.0,192
tt0760615,7.5,189
tt0760616,7.6,304
tt0760643,7.4,241
tt0760644,7.6,223
tt0760663,7.4,171
tt0760673,7.6,1445
tt0760692,7.2,283
tt0760700,7.3,254
tt0760701,7.1,243
tt0760706,8.4,1263
tt0760712,7.3,470
tt0760776,7.8,3513
tt0760805,7.3,137
tt0760861,8.3,156
tt0760910,8.7,856
tt0760911,8.6,848
tt0760917,8.5,476
tt0760978,7.7,312
tt0760979,8.3,319
tt0760980,7.8,343
tt0760981,8.0,315
tt0760993,8.2,171
tt0760995,7.1,257
tt0760996,7.3,233
tt0761011,7.3,369
tt0761012,7.3,380
tt0761043,7.0,395
tt0761044,6.4,163
tt0761045,7.2,308
tt0761046,7.1,187
tt0761047,7.2,257
tt0761048,6.9,160
tt0761049,6.9,221
tt0761050,7.4,203
tt0761051,6.9,216
tt0761052,7.9,564
tt0761053,7.4,307
tt0761054,7.7,835
tt0761055,8.0,452
tt0761056,7.5,571
tt0761057,7.2,321
tt0761058,6.8,453
tt0761059,7.3,212
tt0761060,7.8,635
tt0761061,7.7,406
tt0761062,8.3,666
tt0761063,7.6,235
tt0761064,7.2,741
tt0761065,8.0,254
tt0761066,7.9,203
tt0761067,8.4,719
tt0761068,7.0,165
tt0761069,6.5,321
tt0761070,7.1,671
tt0761071,7.1,454
tt0761072,8.2,628
tt0761073,7.2,335
tt0761074,8.3,256
tt0761075,7.7,175
tt0761077,7.6,251
tt0761078,6.4,174
tt0761079,6.7,165
tt0761080,7.2,153
tt0761081,6.7,164
tt0761082,7.3,153
tt0761083,7.4,315
tt0761084,7.4,313
tt0761085,6.8,215
tt0761086,7.6,162
tt0761087,7.0,161
tt0761088,7.4,168
tt0761089,6.4,165
tt0761090,7.7,545
tt0761091,8.0,232
tt0761092,7.9,631
tt0761093,6.9,310
tt0761094,7.1,155
tt0761095,7.2,150
tt0761096,7.0,466
tt0761097,7.4,178
tt0761098,7.0,180
tt0761099,7.1,235
tt0761100,7.8,600
tt0761101,7.0,315
tt0761102,6.6,309
tt0761103,6.8,157
tt0761104,6.9,298
tt0761105,6.8,228
tt0761106,6.8,158
tt0761107,7.4,217
tt0761108,7.4,592
tt0761109,7.5,236
tt0761110,6.5,156
tt0761111,6.9,173
tt0761112,7.5,288
tt0761113,7.8,277
tt0761115,7.3,256
tt0761116,7.6,212
tt0761117,7.6,886
tt0761118,7.1,465
tt0761119,7.1,204
tt0761120,7.0,362
tt0761121,7.3,476
tt0761122,7.7,560
tt0761123,8.5,1420
tt0761124,7.5,497
tt0761125,7.4,353
tt0761126,7.5,352
tt0761127,6.9,184
tt0761128,7.8,314
tt0761129,7.0,242
tt0761130,7.1,415
tt0761131,7.3,303
tt0761132,7.7,745
tt0761133,7.3,275
tt0761135,6.7,174
tt0761136,7.1,395
tt0761137,7.3,453
tt0761139,6.8,171
tt0761140,6.8,231
tt0761141,6.9,165
tt0761142,7.2,534
tt0761143,7.1,301
tt0761144,7.8,355
tt0761146,7.2,370
tt0761147,7.2,430
tt0761148,7.0,372
tt0761149,7.5,183
tt0761150,6.9,219
tt0761151,7.1,306
tt0761152,7.3,165
tt0761153,7.6,460
tt0761154,7.3,153
tt0761155,7.8,322
tt0761156,7.5,557
tt0761157,7.0,235
tt0761158,6.9,165
tt0761159,7.4,255
tt0761160,7.2,212
tt0761161,6.8,402
tt0761162,7.1,317
tt0761163,6.9,210
tt0761164,7.5,472
tt0761165,7.4,630
tt0761166,7.1,305
tt0761167,7.3,207
tt0761169,7.2,394
tt0761170,6.9,148
tt0761171,7.3,459
tt0761172,6.9,341
tt0761173,7.6,213
tt0761174,7.2,608
tt0761175,7.6,414
tt0761176,7.3,204
tt0761177,6.7,161
tt0761178,7.7,162
tt0761179,8.0,574
tt0761180,7.7,379
tt0761181,6.9,203
tt0761182,6.8,203
tt0761183,7.4,653
tt0761184,6.5,163
tt0761185,7.1,305
tt0761186,7.3,219
tt0761187,7.3,161
tt0761188,6.6,154
tt0761189,7.4,215
tt0761190,8.2,414
tt0761191,7.4,421
tt0761192,6.6,221
tt0761193,7.5,408
tt0761194,7.4,160
tt0761208,8.5,3910
tt0761209,8.4,3705
tt0761210,8.8,3849
tt0761211,9.0,3998
tt0761212,9.1,4332
tt0761273,9.2,2362
tt0761283,7.9,2264
tt0761284,9.1,3971
tt0761285,8.1,2404
tt0761286,8.8,2881
tt0761287,8.4,2680
tt0761288,8.2,2207
tt0761289,8.8,3258
tt0761290,8.2,2411
tt0761291,8.8,2774
tt0761292,8.8,3291
tt0761293,8.3,2409
tt0761294,9.1,4439
tt0761303,8.3,124
tt0761316,8.7,5508
tt0761318,7.3,186
tt0761319,7.4,187
tt0761320,7.5,187
tt0761321,7.4,187
tt0761322,7.2,199
tt0761323,7.5,209
tt0761325,8.5,238
tt0761326,7.3,219
tt0761327,8.0,303
tt0761328,7.7,194
tt0761329,7.4,190
tt0761330,7.3,198
tt0761331,7.4,193
tt0761333,7.5,112
tt0761334,7.6,119
tt0761335,7.7,131
tt0761336,7.5,132
tt0761337,7.7,118
tt0761338,7.3,117
tt0761339,7.8,116
tt0761341,7.4,126
tt0761343,7.9,128
tt0761344,7.5,123
tt0761345,7.1,119
tt0761346,7.3,120
tt0761347,7.5,127
tt0761348,7.6,118
tt0761349,7.5,139
tt0761350,7.1,101
tt0761351,7.7,139
tt0761352,8.4,146
tt0761353,8.1,153
tt0761354,8.0,144
tt0761355,7.4,140
tt0761356,8.0,145
tt0761357,7.8,143
tt0761358,8.2,151
tt0761359,7.8,143
tt0761360,7.9,140
tt0761361,7.7,141
tt0761362,7.7,150
tt0761363,7.9,148
tt0761364,8.4,170
tt0761365,7.8,142
tt0761367,7.9,105
tt0761381,7.9,109
tt0761382,7.4,122
tt0761383,8.1,116
tt0761385,7.7,107
tt0761386,7.7,111
tt0761387,7.8,114
tt0761389,7.8,111
tt0761390,7.6,111
tt0761391,7.7,111
tt0761392,7.8,111
tt0761393,7.7,111
tt0761394,8.1,115
tt0761395,7.6,110
tt0761396,8.1,210
tt0761397,8.1,135
tt0761398,8.1,130
tt0761399,7.9,134
tt0761400,8.1,134
tt0761401,7.9,136
tt0761402,8.0,209
tt0761403,8.3,130
tt0761404,8.1,140
tt0761405,8.1,134
tt0761406,8.0,136
tt0761407,7.7,200
tt0761408,8.5,212
tt0761409,8.4,226
tt0761410,8.2,135
tt0761411,8.8,272
tt0761412,8.2,228
tt0761413,8.7,233
tt0761414,8.6,203
tt0761415,8.5,227
tt0761416,8.5,229
tt0761417,8.1,222
tt0761418,8.5,208
tt0761419,8.7,211
tt0761420,8.1,223
tt0761421,8.3,232
tt0761422,8.2,227
tt0761423,8.7,191
tt0761424,8.5,224
tt0761425,8.2,221
tt0761427,7.7,107
tt0761428,7.2,105
tt0761429,7.6,109
tt0761430,7.7,112
tt0761431,7.6,108
tt0761432,7.6,112
tt0761433,7.5,107
tt0761434,7.5,121
tt0761435,7.6,109
tt0761436,7.6,110
tt0761438,7.4,106
tt0761439,7.2,105
tt0761440,8.2,219
tt0761441,6.7,114
tt0761442,8.2,248
tt0761443,8.1,221
tt0761444,8.6,228
tt0761445,8.0,216
tt0761446,8.2,202
tt0761447,8.3,215
tt0761448,8.0,213
tt0761449,8.2,214
tt0761450,8.1,219
tt0761451,8.2,200
tt0761452,8.2,209
tt0761454,8.0,217
tt0761455,7.7,179
tt0761456,7.5,178
tt0761457,7.9,176
tt0761458,7.7,175
tt0761459,7.9,180
tt0761460,7.9,227
tt0761461,7.7,179
tt0761462,7.4,171
tt0761463,6.2,123
tt0761464,7.7,180
tt0761465,7.7,184
tt0761466,7.9,181
tt0761467,7.9,184
tt0761469,8.5,198
tt0761470,7.7,183
tt0761471,7.7,193
tt0761472,7.9,199
tt0761473,7.7,195
tt0761474,8.1,202
tt0761475,7.8,197
tt0761476,8.0,198
tt0761477,7.9,196
tt0761478,7.8,197
tt0761479,7.7,195
tt0761480,8.0,197
tt0761481,7.9,199
tt0761482,8.2,203
tt0761483,8.4,202
tt0761484,7.0,194
tt0761485,8.0,209
tt0761546,7.8,821
tt0761547,8.5,240
tt0761559,8.8,680
tt0761572,7.3,234
tt0761573,7.7,141
tt0761574,7.5,133
tt0761580,8.0,367
tt0761609,7.2,129
tt0761610,8.1,229
tt0761617,7.5,305
tt0761895,7.9,126
tt0762041,5.2,199
tt0762067,6.4,1232
tt0762068,4.3,158
tt0762070,7.8,220
tt0762072,7.0,104
tt0762073,7.1,45757
tt0762083,5.2,318
tt0762085,4.3,217
tt0762087,7.2,217
tt0762088,2.1,142
tt0762089,3.4,121
tt0762091,4.2,131
tt0762096,3.6,386
tt0762098,8.6,177
tt0762102,4.7,462
tt0762104,6.0,6010
tt0762105,4.7,8492
tt0762107,5.9,145949
tt0762108,4.4,142
tt0762110,7.2,7429
tt0762111,7.8,5366
tt0762114,5.2,39162
tt0762115,3.8,1715
tt0762117,7.2,2199
tt0762121,6.8,11570
tt0762124,4.4,558
tt0762125,6.0,54283
tt0762133,7.5,758
tt0762137,4.9,1327
tt0762138,5.6,11644
tt0762142,6.9,1353
tt0762145,4.8,895
tt0762148,5.2,352
tt0762151,7.9,145
tt0762152,7.9,148
tt0762153,8.0,156
tt0762154,7.6,137
tt0762155,7.7,131
tt0762156,8.7,205
tt0762157,7.9,312
tt0762184,7.4,141
tt0762185,7.5,144
tt0762187,8.7,208
tt0762188,8.3,250
tt0762189,8.5,219
tt0762423,6.6,516
tt0762424,8.4,782
tt0762491,8.1,105
tt0762492,8.1,1888
tt0762497,8.1,2005
tt0762498,7.9,2289
tt0762534,6.5,568
tt0762535,8.3,536
tt0762541,8.2,223
tt0762542,8.5,380
tt0762544,7.9,142
tt0762600,8.6,3459
tt0762601,7.7,3370
tt0762605,7.5,444
tt0762609,8.0,373
tt0762610,8.1,352
tt0762625,7.1,132
tt0762626,7.7,137
tt0762627,7.6,142
tt0762682,7.7,124
tt0762698,7.8,499
tt0762714,8.0,103
tt0762760,8.0,687
tt0762761,7.7,533
tt0762783,7.8,289
tt0762784,7.7,108
tt0762785,8.4,203
tt0762803,6.7,116
tt0762839,8.2,205
tt0762840,8.0,200
tt0762852,7.2,134
tt0762886,7.9,502
tt0762887,8.0,630
tt0762888,7.8,698
tt0762889,7.8,601
tt0762890,7.6,419
tt0762891,7.4,420
tt0762892,8.0,474
tt0762893,7.9,573
tt0762894,7.2,393
tt0762895,7.1,371
tt0762896,7.9,481
tt0762897,8.8,356
tt0762898,8.9,343
tt0762899,9.1,378
tt0762956,7.9,107
tt0762983,7.9,282
tt0762984,8.0,145
tt0763006,8.4,903
tt0763007,8.6,1110
tt0763023,8.3,2502
tt0763024,8.2,4004
tt0763025,8.8,3476
tt0763026,8.7,3161
tt0763027,6.4,1339
tt0763028,7.0,1486
tt0763029,8.4,2796
tt0763030,7.3,1290
tt0763031,7.0,1705
tt0763032,7.3,1408
tt0763033,7.5,2312
tt0763034,6.7,1334
tt0763035,6.8,1244
tt0763036,6.9,1220
tt0763037,8.1,2054
tt0763038,7.2,1421
tt0763039,8.3,2409
tt0763040,7.7,1916
tt0763041,7.7,1751
tt0763042,8.2,3163
tt0763044,9.2,4255
tt0763045,7.8,2132
tt0763046,8.5,2632
tt0763047,7.7,2208
tt0763048,8.6,2627
tt0763049,7.1,2158
tt0763050,9.1,3722
tt0763051,8.7,2772
tt0763052,8.3,2356
tt0763053,8.5,2633
tt0763056,8.1,140
tt0763057,8.2,145
tt0763058,8.0,164
tt0763060,8.3,127
tt0763062,7.5,121
tt0763064,8.3,5291
tt0763065,8.6,5237
tt0763093,8.3,3172
tt0763094,8.8,3101
tt0763095,8.5,3004
tt0763096,8.6,3049
tt0763097,8.3,2948
tt0763098,8.5,2963
tt0763099,8.7,3070
tt0763100,8.5,2899
tt0763117,8.7,1129
tt0763124,8.2,120
tt0763128,8.3,371
tt0763133,7.9,476
tt0763134,9.2,1599
tt0763135,8.6,619
tt0763141,6.9,134
tt0763152,7.6,357
tt0763153,8.3,416
tt0763161,6.9,224
tt0763165,7.9,541
tt0763194,7.6,121
tt0763200,9.4,1166
tt0763220,7.4,239
tt0763221,8.2,4833
tt0763238,8.8,4878
tt0763243,7.6,154
tt0763246,7.9,498
tt0763250,7.3,140
tt0763253,7.3,1544
tt0763255,7.5,331
tt0763261,6.8,280
tt0763265,7.1,255
tt0763266,7.9,477
tt0763269,7.9,134
tt0763270,8.0,420
tt0763271,8.1,419
tt0763272,7.8,409
tt0763275,6.9,113
tt0763284,8.2,198
tt0763285,8.4,203
tt0763286,7.3,210
tt0763304,2.8,5063
tt0763310,4.5,592
tt0763314,6.6,116
tt0763327,5.7,170
tt0763336,8.2,198
tt0763337,7.9,174
tt0763347,8.4,192
tt0763348,8.4,193
tt0763349,8.4,186
tt0763350,8.0,220
tt0763351,8.1,200
tt0763352,8.2,191
tt0763353,8.3,191
tt0763362,7.4,713
tt0763384,7.8,140
tt0763390,8.3,201
tt0763402,8.0,406
tt0763431,7.0,147
tt0763461,7.8,509
tt0763465,8.0,370
tt0763466,7.5,316
tt0763479,7.6,201
tt0763480,7.9,228
tt0763481,8.1,472
tt0763493,7.7,464
tt0763499,7.7,607
tt0763500,8.5,729
tt0763503,7.6,634
tt0763536,7.1,192
tt0763551,7.8,183
tt0763768,8.8,206
tt0763831,5.9,42234
tt0763839,5.5,265
tt0763840,5.6,10874
tt0763844,5.1,322
tt0763846,7.7,1465
tt0763847,4.7,291
tt0763852,7.9,696
tt0763854,7.7,571
tt0763894,7.4,229
tt0763912,9.1,1302
tt0763913,8.5,970
tt0763962,8.1,1161
tt0763963,8.2,1154
tt0763992,8.5,2433
tt0763998,8.4,328
tt0764007,7.1,298
tt0764009,7.8,509
tt0764010,7.4,249
tt0764011,8.1,333
tt0764012,7.4,228
tt0764013,7.0,236
tt0764014,8.9,497
tt0764015,7.7,398
tt0764016,7.2,222
tt0764017,6.7,235
tt0764018,7.6,262
tt0764019,7.7,282
tt0764020,7.8,242
tt0764021,7.4,242
tt0764022,8.0,328
tt0764023,7.8,287
tt0764024,8.3,323
tt0764025,8.2,301
tt0764026,7.4,312
tt0764027,7.5,253
tt0764028,7.3,227
tt0764029,8.0,364
tt0764030,7.2,238
tt0764031,7.7,262
tt0764032,7.7,462
tt0764033,7.6,314
tt0764034,7.7,239
tt0764035,7.4,283
tt0764036,7.5,261
tt0764037,7.7,268
tt0764038,7.8,290
tt0764039,7.6,238
tt0764040,7.7,315
tt0764041,7.3,248
tt0764042,7.6,244
tt0764043,7.0,224
tt0764068,8.8,275
tt0764069,8.4,159
tt0764075,8.5,850
tt0764076,8.4,4711
tt0764077,8.1,111
tt0764080,7.8,108
tt0764083,8.3,132
tt0764146,8.6,260
tt0764185,8.2,2735
tt0764209,7.7,822
tt0764218,7.0,156
tt0764264,8.3,217
tt0764271,6.4,300
tt0764283,3.8,977
tt0764319,7.2,2038
tt0764323,7.7,178
tt0764324,9.0,293
tt0764380,7.8,345
tt0764381,7.4,344
tt0764382,7.5,372
tt0764383,7.9,385
tt0764384,7.8,400
tt0764385,8.2,388
tt0764386,7.2,305
tt0764387,7.7,365
tt0764388,8.1,431
tt0764389,7.4,301
tt0764390,7.8,351
tt0764391,8.2,453
tt0764392,8.1,367
tt0764393,7.7,342
tt0764394,7.3,383
tt0764395,7.4,352
